Palavra;Divisão silábica
sobrecéu;so-bre-céu
sobrecevadeira;so-bre-ce-va-dei-ra
sobrechedeiro;so-bre-che-dei-ro
sobrechegar;so-bre-che-gar
sobrecheio;so-bre-chei-o
sobrecilha;so-bre-ci-lha
sobrecincha;so-bre-cin-cha
sobreclaustra;so-bre-claus-tra
sobreclaustro;so-bre-claus-tro
sobrecoberta;so-bre-co-ber-ta
sobrecompensação;so-bre-com-pen-sa-ção
sobrecompensar;so-bre-com-pen-sar
sobrecomposto;so-bre-com-pos-to
sobrecomum;so-bre-co-mum
sobrecopa;so-bre-co-pa
sobrecoroa;so-bre-co-ro-a
sobrecoser;so-bre-co-ser
sobrecostado;so-bre-cos-ta-do
sobrecostelar;so-bre-cos-te-lar
sobrecostura;so-bre-cos-tu-ra
sobrecu;so-bre-cu
sobrecurva;so-bre-cur-va
sobredental;so-bre-den-tal
sobredente;so-bre-den-te
sobredimensionamento;so-bre-di-men-si-o-na-men-to
sobreditadura;so-bre-di-ta-du-ra
sobredito;so-bre-di-to
sobredivino;so-bre-di-vi-no
sobredoirado;so-bre-doi-ra-do
sobredoirar;so-bre-doi-rar
sobredominante;so-bre-do-mi-nan-te
sobredosagem;so-bre-do-sa-gem
sobredose;so-bre-do-se
sobredotação;so-bre-do-ta-ção
sobredotada;so-bre-do-ta-da
sobredotado;so-bre-do-ta-do
sobredourado;so-bre-dou-ra-do
sobredourar;so-bre-dou-rar
sobreface;so-bre-fa-ce
sobrefaturação;so-bre-fa-tu-ra-ção
sobrefoliáceo;so-bre-fo-li-á-ce-o
sobrefusão;so-bre-fu-são
sobregata;so-bre-ga-ta
sobregatinha;so-bre-ga-ti-nha
sobregávea;so-bre-gá-ve-a
sobregola;so-bre-go-la
sobregoverno;so-bre-go-ver-no
sobreguisa;so-bre-gui-sa
sobreinfusa;so-bre-in-fu-sa
sobreinteligível;so-bre-in-te-li-gí-vel
sobreintendente;so-bre-in-ten-den-te
sobreintender;so-bre-in-ten-der
sobreir;so-bre-ir
sobreira;so-brei-ra
sobreiral;so-brei-ral
sobreirinha;so-brei-ri-nha
sobreirinho;so-brei-ri-nho
sobreiro;so-brei-ro
sobreirritar;so-breir-ri-tar
sobrejacente;so-bre-ja-cen-te
sobrejanela;so-bre-ja-ne-la
sobrejeção;so-bre-je-ção
sobrejetiva;so-bre-je-ti-va
sobrejetivo;so-bre-je-ti-vo
sobrejoanete;so-bre-jo-a-ne-te
sobrejoanetinho;so-bre-jo-a-ne-ti-nho
sobrejuiz;so-bre-ju-iz
sobrejustiça;so-bre-jus-ti-ça
sobrelanço;so-bre-lan-ço
sobrelargura;so-bre-lar-gu-ra
sobrelátego;so-bre-lá-te-go
sobreleitar;so-bre-lei-tar
sobreleite;so-bre-lei-te
sobreleito;so-bre-lei-to
sobrelevação;so-bre-le-va-ção
sobrelevado;so-bre-le-va-do
sobrelevante;so-bre-le-van-te
sobrelevantemente;so-bre-le-van-te-men-te
sobrelevar;so-bre-le-var
sobrelimão;so-bre-li-mão
sobreliminar;so-bre-li-mi-nar
sobreloja;so-bre-lo-ja
sobrelotação;so-bre-lo-ta-ção
sobrelotado;so-bre-lo-ta-do
sobrelotar;so-bre-lo-tar
sobreluzir;so-bre-lu-zir
sobremachinho;so-bre-ma-chi-nho
sobremaneira;so-bre-ma-nei-ra
sobremanhã;so-bre-ma-nhã
sobremão;so-bre-mão
sobremaravilhar;so-bre-ma-ra-vi-lhar
sobremesa;so-bre-me-sa
sobremístico;so-bre-mís-ti-co
sobremodo;so-bre-mo-do
sobremordomo;so-bre-mor-do-mo
sobremoscóvia;so-bre-mos-có-vi-a
sobremunhoneiras;so-bre-mu-nho-nei-ras
sobrenadação;so-bre-na-da-ção
sobrenadante;so-bre-na-dan-te
sobrenadar;so-bre-na-dar
sobrenatural;so-bre-na-tu-ral
sobrenaturalidade;so-bre-na-tu-ra-li-da-de
sobrenaturalismo;so-bre-na-tu-ra-lis-mo
sobrenaturalista;so-bre-na-tu-ra-lis-ta
sobrenaturalizar;so-bre-na-tu-ra-li-zar
sobrenaturalmente;so-bre-na-tu-ral-men-te
sobrenervo;so-bre-ner-vo
sobrenome;so-bre-no-me
sobrenomear;so-bre-no-me-ar
sobrenovel;so-bre-no-vel
sobrenumerável;so-bre-nu-me-rá-vel
sobrenutrição;so-bre-nu-tri-ção
sobreolhar;so-bre-o-lhar
sobreolho;so-bre-o-lho
sobreordenado;so-bre-or-de-na-do
sobreosso;so-bre-os-so
sobrepaga;so-bre-pa-ga
sobrepairante;so-bre-pai-ran-te
sobrepairar;so-bre-pai-rar
sobreparto;so-bre-par-to
sobrepasto;so-bre-pas-to
sobrepé;so-bre-pé
sobrepeliz;so-bre-pe-liz
sobrepensado;so-bre-pen-sa-do
sobrepensar;so-bre-pen-sar
sobrepesar;so-bre-pe-sar
sobrepeso;so-bre-pe-so
sobreponível;so-bre-po-ní-vel
sobreponta;so-bre-pon-ta
sobrepopulação;so-bre-po-pu-la-ção
sobrepor;so-bre-por
sobreporta;so-bre-por-ta
sobreposição;so-bre-po-si-ção
sobreposse;so-bre-pos-se
sobreposta;so-bre-pos-ta
sobrepostamente;so-bre-pos-ta-men-te
sobrepostos;so-bre-pos-tos
sobrepovoamento;so-bre-po-vo-a-men-to
sobrepovoar;so-bre-po-vo-ar
sobrepratear;so-bre-pra-te-ar
sobrepresidente;so-bre-pre-si-den-te
sobreprodução;so-bre-pro-du-ção
sobreprova;so-bre-pro-va
sobrepujamento;so-bre-pu-ja-men-to
sobrepujança;so-bre-pu-jan-ça
sobrepujante;so-bre-pu-jan-te
sobrepujantemente;so-bre-pu-jan-te-men-te
sobrepujar;so-bre-pu-jar
sobrepujável;so-bre-pu-já-vel
sobrequartela;so-bre-quar-te-la
sobrequilha;so-bre-qui-lha
sobrerreal;so-brer-re-al
sobrerrealidade;so-brer-re-a-li-da-de
sobrerrealismo;so-brer-re-a-lis-mo
sobrerrealista;so-brer-re-a-lis-ta
sobrerrelha;so-brer-re-lha
sobrerrenal;so-brer-re-nal
sobrerrestar;so-brer-res-tar
sobrerroda;so-brer-ro-da
sobrerrodela;so-brer-ro-de-la
sobrerrolda;so-brer-rol-da
sobrerroldar;so-brer-rol-dar
sobrerronda;so-brer-ron-da
sobrerrondar;so-brer-ron-dar
sobrerrosado;so-brer-ro-sa-do
sobrescada;so-bres-ca-da
sobrescrever;so-bres-cre-ver
sobrescritar;so-bres-cri-tar
sobrescrito;so-bres-cri-to
sobresdrúxulo;so-bres-drú-xu-lo
sobresperar;so-bres-pe-rar
sobressaia;so-bres-sai-a
sobressair;so-bres-sa-ir
sobressalente;so-bres-sa-len-te
sobressaliente;so-bres-sa-li-en-te
sobressaltar;so-bres-sal-tar
sobressaltear;so-bres-sal-te-ar
sobressalto;so-bres-sal-to
sobressano;so-bres-sa-no
sobressarar;so-bres-sa-rar
sobressaturação;so-bres-sa-tu-ra-ção
sobressaturado;so-bres-sa-tu-ra-do
sobressaturar;so-bres-sa-tu-rar
sobresseguro;so-bres-se-gu-ro
sobresselar;so-bres-se-lar
sobresselente;so-bres-se-len-te
sobresselo;so-bres-se-lo
sobressemear;so-bres-se-me-ar
sobressenhor;so-bres-se-nhor
sobresser;so-bres-ser
sobresseveridade;so-bres-se-ve-ri-da-de
sobressevero;so-bres-se-ve-ro
sobressimento;so-bres-si-men-to
sobressinal;so-bres-si-nal
sobressolar;so-bres-so-lar
sobressoleira;so-bres-so-lei-ra
sobressubstancial;so-bres-subs-tan-ci-al
sobrestância;so-bres-tân-ci-a
sobrestante;so-bres-tan-te
sobrestar;so-bres-tar
sobrestimação;so-bres-ti-ma-ção
sobrestimar;so-bres-ti-mar
sobretaleira;so-bre-ta-lei-ra
sobretarde;so-bre-tar-de
sobretaxa;so-bre-ta-xa
sobretaxar;so-bre-ta-xar
sobretecer;so-bre-te-cer
sobreteima;so-bre-tei-ma
sobretensão;so-bre-ten-são
sobreterrestre;so-bre-ter-res-tre
sobretesta;so-bre-tes-ta
sobretoalha;so-bre-to-a-lha
sobretónica;so-bre-tó-ni-ca
sobretônica;so-bre-tô-ni-ca
sobretroar;so-bre-tro-ar
sobretudo;so-bre-tu-do
sobreumeral;so-breu-me-ral
sobrevalor;so-bre-va-lor
sobrevalorização;so-bre-va-lo-ri-za-ção
sobrevalorizado;so-bre-va-lo-ri-za-do
sobrevalorizar;so-bre-va-lo-ri-zar
sobrevela;so-bre-ve-la
sobreveniente;so-bre-ve-ni-en-te
sobrevento;so-bre-ven-to
sobreveste;so-bre-ves-te
sobrevestir;so-bre-ves-tir
sobrevigiar;so-bre-vi-gi-ar
sobrevinda;so-bre-vin-da
sobrevindo;so-bre-vin-do
sobrevir;so-bre-vir
sobreviragem;so-bre-vi-ra-gem
sobrevirtude;so-bre-vir-tu-de
sobrevista;so-bre-vis-ta
sobrevivência;so-bre-vi-vên-ci-a
sobrevivente;so-bre-vi-ven-te
sobreviver;so-bre-vi-ver
sobrevivo;so-bre-vi-vo
sobrevoar;so-bre-vo-ar
sobrevoo;so-bre-vo-o
sobrexaltação;so-bre-xal-ta-ção
sobrexaltar;so-bre-xal-tar
sobrexcedente;so-brex-ce-den-te
sobrexcelência;so-brex-ce-lên-ci-a
sobrexcelente;so-brex-ce-len-te
sobrexcitação;so-brex-ci-ta-ção
sobrexcitante;so-brex-ci-tan-te
sobrexcitar;so-brex-ci-tar
sobriamente;so-bri-a-men-te
sobriedade;so-bri-e-da-de
sobrinha;so-bri-nha
sobrinha-bisneta;so-bri-nha-bis-ne-ta
sobrinha-neta;so-bri-nha-ne-ta
sobrinha-trineta;so-bri-nha-tri-ne-ta
sobrinho;so-bri-nho
sobrinho-bisneto;so-bri-nho-bis-ne-to
sobrinho-neto;so-bri-nho-ne-to
sobrinho-trineto;so-bri-nho-tri-ne-to
sóbrio;só-bri-o
sobriquet;so-bri-quet
sobro;so-bro
sobrolho;so-bro-lho
sobrosso;so-bros-so
soca;so-ca
socado;so-ca-do
socador;so-ca-dor
socadura;so-ca-du-ra
socairo;so-cai-ro
socalcar;so-cal-car
socalco;so-cal-co
socancra;so-can-cra
socapa;so-ca-pa
socar;so-car
socarrão;so-car-rão
socate;so-ca-te
socava;so-ca-va
socavado;so-ca-va-do
socavão;so-ca-vão
socavar;so-ca-var
soccer;soc-cer
socha;so-cha
sochantrado;so-chan-tra-do
sochantraria;so-chan-tra-ri-a
sochantre;so-chan-tre
sochantrear;so-chan-tre-ar
sochão;so-chão
sochear;so-che-ar
socheio;so-chei-o
sócia;só-ci-a
sociabilidade;so-ci-a-bi-li-da-de
sociabilização;so-ci-a-bi-li-za-ção
sociabilizar;so-ci-a-bi-li-zar
social;so-ci-al
social-democracia;so-ci-al-de-mo-cra-ci-a
social-democrata;so-ci-al-de-mo-cra-ta
social-democrático;so-ci-al-de-mo-crá-ti-co
socialismo;so-ci-a-lis-mo
socialista;so-ci-a-lis-ta
socialite;so-ci-a-li-te
socialização;so-ci-a-li-za-ção
socializador;so-ci-a-li-za-dor
socializante;so-ci-a-li-zan-te
socializar;so-ci-a-li-zar
socializável;so-ci-a-li-zá-vel
socialmente;so-ci-al-men-te
sociar;so-ci-ar
sociate;so-ci-a-te
sociativo;so-ci-a-ti-vo
sociatria;so-ci-a-tri-a
sociável;so-ci-á-vel
sociavelmente;so-ci-a-vel-men-te
sociedade;so-ci-e-da-de
societária;so-ci-e-tá-ri-a
societariado;so-ci-e-ta-ri-a-do
societário;so-ci-e-tá-ri-o
socinianismo;so-ci-ni-a-nis-mo
socinianista;so-ci-ni-a-nis-ta
sociniano;so-ci-ni-a-no
sócio;só-ci-o
sócio-gerente;só-ci-o-ge-ren-te
sociobiologia;so-ci-o-bi-o-lo-gi-a
sociobiológico;so-ci-o-bi-o-ló-gi-co
sociocracia;so-ci-o-cra-ci-a
sociocrático;so-ci-o-crá-ti-co
sociocultural;so-ci-o-cul-tu-ral
sociodrama;so-ci-o-dra-ma
socioeconómico;so-ci-o-e-co-nó-mi-co
socioeconômico;so-ci-o-e-co-nô-mi-co
sociofamiliar;so-ci-o-fa-mi-li-ar
sociofilia;so-ci-o-fi-li-a
sociófilo;so-ci-ó-fi-lo
sociofobia;so-ci-o-fo-bi-a
sociófobo;so-ci-ó-fo-bo
sociogenia;so-ci-o-ge-ni-a
sociografia;so-ci-o-gra-fi-a
sociograma;so-ci-o-gra-ma
socioinstitucional;so-ci-o-ins-ti-tu-ci-o-nal
sociólatra;so-ci-ó-la-tra
sociolatria;so-ci-o-la-tri-a
sociolátrico;so-ci-o-lá-tri-co
sociolectal;so-ci-o-lec-tal
sociolecto;so-ci-o-lec-to
socioletal;so-ci-o-le-tal
socioleto;so-ci-o-le-to
sociolinguista;so-ci-o-lin-guis-ta
sociolinguística;so-ci-o-lin-guís-ti-ca
sociolinguístico;so-ci-o-lin-guís-ti-co
socióloga;so-ci-ó-lo-ga
sociologia;so-ci-o-lo-gi-a
sociologicamente;so-ci-o-lo-gi-ca-men-te
sociológico;so-ci-o-ló-gi-co
sociologismo;so-ci-o-lo-gis-mo
sociologista;so-ci-o-lo-gis-ta
sociólogo;so-ci-ó-lo-go
sociometria;so-ci-o-me-tri-a
sociométrico;so-ci-o-mé-tri-co
sociopata;so-ci-o-pa-ta
sociopatia;so-ci-o-pa-ti-a
sociopático;so-ci-o-pá-ti-co
sociopatologia;so-ci-o-pa-to-lo-gi-a
sociopatológico;so-ci-o-pa-to-ló-gi-co
sociopolítico;so-ci-o-po-lí-ti-co
socioprofissional;so-ci-o-pro-fis-si-o-nal
sociopsicologia;so-ci-op-si-co-lo-gi-a
sociopsicológico;so-ci-op-si-co-ló-gi-co
sociotécnica;so-ci-o-téc-ni-ca
soco;so-co
socó;so-có
socó-mirim;so-có-mi-rim
soçobra;so-ço-bra
soçobrar;so-ço-brar
soçobro;so-ço-bro
soçoca;so-ço-ca
soçocar;so-ço-car
socopé;so-co-pé
socórdia;so-cór-di-a
socornar;so-cor-nar
socoró;so-co-ró
socorredor;so-cor-re-dor
socorrense;so-cor-ren-se
socorrer;so-cor-rer
socorrido;so-cor-ri-do
socorrimento;so-cor-ri-men-to
socorrismo;so-cor-ris-mo
socorrista;so-cor-ris-ta
socorrístico;so-cor-rís-ti-co
socorro;so-cor-ro
socotorino;so-co-to-ri-no
socozinho;so-co-zi-nho
socquette;soc-quet-te
socrática;so-crá-ti-ca
socraticamente;so-cra-ti-ca-men-te
socrático;so-crá-ti-co
socratizar;so-cra-ti-zar
socrestar;so-cres-tar
soda;so-da
sodalício;so-da-lí-ci-o
sodalita;so-da-li-ta
sodalite;so-da-li-te
sodálito;so-dá-li-to
sodar;so-dar
sódico;só-di-co
sódio;só-di-o
sodomia;so-do-mi-a
sodómico;so-dó-mi-co
sodômico;so-dô-mi-co
sodomita;so-do-mi-ta
sodomitano;so-do-mi-ta-no
sodomítico;so-do-mí-ti-co
sodomizar;so-do-mi-zar
sodra;so-dra
soenga;so-en-ga
soer;so-er
soerguer;so-er-guer
soerguimento;so-er-gui-men-to
soez;so-ez
soezice;so-e-zi-ce
sofá;so-fá
sofá-cama;so-fá-ca-ma
sofeno;so-fe-no
sofia;so-fi-a
sofisma;so-fis-ma
sofismação;so-fis-ma-ção
sofismar;so-fis-mar
sofismável;so-fis-má-vel
sofista;so-fis-ta
sofistaria;so-fis-ta-ri-a
sofística;so-fís-ti-ca
sofisticação;so-fis-ti-ca-ção
sofisticadíssimo;so-fis-ti-ca-dís-si-mo
sofisticado;so-fis-ti-ca-do
sofisticador;so-fis-ti-ca-dor
sofisticamente;so-fis-ti-ca-men-te
sofisticante;so-fis-ti-can-te
sofisticar;so-fis-ti-car
sofisticaria;so-fis-ti-ca-ri-a
sofístico;so-fís-ti-co
sofistiquice;so-fis-ti-qui-ce
sofito;so-fi-to
sofocliano;so-fo-cli-a-no
sofomania;so-fo-ma-ni-a
sofomaníaco;so-fo-ma-ní-a-co
sofómano;so-fó-ma-no
sofômano;so-fô-ma-no
sófora;só-fo-ra
sofra;so-fra
sofralda;so-fral-da
sofraldar;so-fral-dar
sofré;so-fré
sofrê;so-frê
sofreada;so-fre-a-da
sofreador;so-fre-a-dor
sofreadura;so-fre-a-du-ra
sofreamento;so-fre-a-men-to
sofrear;so-fre-ar
sofreável;so-fre-á-vel
sofredor;so-fre-dor
sofredora;so-fre-do-ra
sofregamente;so-fre-ga-men-te
sôfrego;sô-fre-go
sofreguice;so-fre-gui-ce
sofreguidão;so-fre-gui-dão
sofreio;so-frei-o
sofrenaço;so-fre-na-ço
sofrenada;so-fre-na-da
sofrenão;so-fre-não
sofrenar;so-fre-nar
sofrer;so-frer
sofríbil;so-frí-bil
sofridamente;so-fri-da-men-te
sofrideira;so-fri-dei-ra
sofrido;so-fri-do
sofrimento;so-fri-men-to
sofrível;so-frí-vel
sofrivelmente;so-fri-vel-men-te
sofrónia;so-fró-ni-a
sofrônia;so-frô-ni-a
sofronista;so-fro-nis-ta
sofronistério;so-fro-nis-té-ri-o
soft;soft
softball;soft-ball
softbol;soft-bol
softebol;sof-te-bol
software;soft-wa-re
soga;so-ga
sogar;so-gar
sogdiano;sog-di-a-no
sogra;so-gra
sogro;so-gro
soguagá;so-gua-gá
soguilha;so-gui-lha
soi-disant;soi-di-sant
soia;soi-a
soidade;soi-da-de
soidão;soi-dão
soído;so-í-do
soidoso;soi-do-so
soim;so-im
soirée;soi-rée
soitaria;soi-ta-ri-a
soiteira;soi-tei-ra
soitenho;soi-te-nho
soitinha;soi-ti-nha
soitinho;soi-ti-nho
soito;soi-to
soja;so-ja
soja-híspida;so-ja-hís-pi-da
sojicultor;so-ji-cul-tor
sojicultura;so-ji-cul-tu-ra
sojicultural;so-ji-cul-tu-ral
sojigador;so-ji-ga-dor
sojigar;so-ji-gar
sojigola;so-ji-go-la
sojornar;so-jor-nar
sojugador;so-ju-ga-dor
sojugar;so-ju-gar
sol;sol
sol de gata;sol de ga-ta
sol-e-dó;sol-e-dó
sol-fora;sol-fo-ra
sol-nado;sol-na-do
sol-nascente;sol-nas-cen-te
sol-poente;sol-po-en-te
sol-pôr;sol-pôr
sol-posto;sol-pos-to
sola;so-la
solacada;so-la-ca-da
solaçoso;so-la-ço-so
solado;so-la-do
solagem;so-la-gem
solama;so-la-ma
solanácea;so-la-ná-ce-a
solancar;so-lan-car
solanco;so-lan-co
solandre;so-lan-dre
solâneo;so-lâ-ne-o
solanina;so-la-ni-na
solanínea;so-la-ní-ne-a
solano;so-la-no
solante;so-lan-te
solão;so-lão
solapa;so-la-pa
solapadamente;so-la-pa-da-men-te
solapado;so-la-pa-do
solapador;so-la-pa-dor
solapamento;so-la-pa-men-to
solapar;so-la-par
solapo;so-la-po
solar;so-lar
solarego;so-la-re-go
solarenga;so-la-ren-ga
solarengo;so-la-ren-go
solaria;so-la-ri-a
solarímetro;so-la-rí-me-tro
solarina;so-la-ri-na
solário;so-lá-ri-o
solarização;so-la-ri-za-ção
solarizar;so-la-ri-zar
solau;so-lau
solavancar;so-la-van-car
solavanco;so-la-van-co
solaz;so-laz
solcris;sol-cris
solda;sol-da
solda-branca;sol-da-bran-ca
soldada;sol-da-da
soldadeira;sol-da-dei-ra
soldadeiro;sol-da-dei-ro
soldadesca;sol-da-des-ca
soldadescamente;sol-da-des-ca-men-te
soldadesco;sol-da-des-co
soldadinho;sol-da-di-nho
soldado;sol-da-do
soldado-do-bico-preto;sol-da-do-do-bi-co-pre-to
soldado-pago;sol-da-do-pa-go
soldador;sol-da-dor
soldadora;sol-da-do-ra
soldadura;sol-da-du-ra
soldagem;sol-da-gem
soldanela;sol-da-ne-la
soldania;sol-da-ni-a
soldânia;sol-dâ-ni-a
soldão;sol-dão
soldar;sol-dar
soldável;sol-dá-vel
soldevilha;sol-de-vi-lha
soldo;sol-do
soldra;sol-dra
soldura;sol-du-ra
soldúrios;sol-dú-ri-os
sole;so-le
sólea;só-le-a
solear;so-le-ar
solecar;so-le-car
solecismo;so-le-cis-mo
solecista;so-le-cis-ta
solecístico;so-le-cís-ti-co
solecizar;so-le-ci-zar
soledade;so-le-da-de
soleídeo;so-le-í-de-o
soleído;so-le-í-do
soleira;so-lei-ra
solenáceo;so-le-ná-ce-o
solenanto;so-le-nan-to
solene;so-le-ne
solenemente;so-le-ne-men-te
solénida;so-lé-ni-da
solenidade;so-le-ni-da-de
solenídeo;so-le-ní-de-o
soleníscia;so-le-nís-ci-a
solenização;so-le-ni-za-ção
solenizador;so-le-ni-za-dor
solenizar;so-le-ni-zar
solenizável;so-le-ni-zá-vel
solenocarpo;so-le-no-car-po
solenócito;so-le-nó-ci-to
solenodonte;so-le-no-don-te
solenófora;so-le-nó-fo-ra
solenogastro;so-le-no-gas-tro
solenóglifo;so-le-nó-gli-fo
solenoidal;so-le-noi-dal
solenoide;so-le-noi-de
solenóptero;so-le-nóp-te-ro
solenostema;so-le-nos-te-ma
solenóstomo;so-le-nós-to-mo
solenoteca;so-le-no-te-ca
sóleo;só-le-o
solércia;so-lér-ci-a
solerte;so-ler-te
solertemente;so-ler-te-men-te
soles;so-les
soleta;so-le-ta
soletração;so-le-tra-ção
soletrador;so-le-tra-dor
soletrar;so-le-trar
soletrável;so-le-trá-vel
soletrear;so-le-tre-ar
soleu;so-leu
solevamento;so-le-va-men-to
solevantamento;so-le-van-ta-men-to
solevantar;so-le-van-tar
solevar;so-le-var
solfa;sol-fa
solfado;sol-fa-do
solfar;sol-far
solfatara;sol-fa-ta-ra
solfejação;sol-fe-ja-ção
solfejar;sol-fe-jar
solfejista;sol-fe-jis-ta
solfejo;sol-fe-jo
solferino;sol-fe-ri-no
solfista;sol-fis-ta
solfístico;sol-fís-ti-co
solha;so-lha
solhado;so-lha-do
solhar;so-lhar
solheira;so-lhei-ra
solheiro;so-lhei-ro
solho;so-lho
solho-rei;so-lho-rei
solhoso;so-lho-so
solia;so-li-a
solicitação;so-li-ci-ta-ção
solicitador;so-li-ci-ta-dor
solicitadora;so-li-ci-ta-do-ra
solicitadoria;so-li-ci-ta-do-ri-a
solicitamente;so-li-ci-ta-men-te
solicitante;so-li-ci-tan-te
solicitar;so-li-ci-tar
solicitável;so-li-ci-tá-vel
solícito;so-lí-ci-to
solicitude;so-li-ci-tu-de
solidamente;so-li-da-men-te
solidão;so-li-dão
solidar;so-li-dar
solidariamente;so-li-da-ri-a-men-te
solidariedade;so-li-da-ri-e-da-de
solidário;so-li-dá-ri-o
solidarismo;so-li-da-ris-mo
solidarista;so-li-da-ris-ta
solidarístico;so-li-da-rís-ti-co
solidarização;so-li-da-ri-za-ção
solidarizar;so-li-da-ri-zar
solidarizável;so-li-da-ri-zá-vel
solidéu;so-li-déu
solidez;so-li-dez
solidicórneo;so-li-di-cór-ne-o
solidificação;so-li-di-fi-ca-ção
solidificado;so-li-di-fi-ca-do
solidificador;so-li-di-fi-ca-dor
solidificar;so-li-di-fi-car
solidificável;so-li-di-fi-cá-vel
solidismo;so-li-dis-mo
solidista;so-li-dis-ta
sólido;só-li-do
solidónia;so-li-dó-ni-a
solidônia;so-li-dô-ni-a
soliférreo;so-li-fér-re-o
solifluxão;so-li-flu-xão
solífugo;so-lí-fu-go
soliloquiar;so-li-lo-qui-ar
solilóquio;so-li-ló-qui-o
soliloquista;so-li-lo-quis-ta
solimão;so-li-mão
solimariacense;so-li-ma-ri-a-cen-se
sólimo;só-li-mo
solina;so-li-na
solinate;so-li-na-te
solinhadeira;so-li-nha-dei-ra
solinhado;so-li-nha-do
solinhar;so-li-nhar
solinho;so-li-nho
sólio;só-li-o
soliota;so-li-o-ta
solipa;so-li-pa
solipé;so-li-pé
solípede;so-lí-pe-de
solipsa;so-lip-sa
solipsismo;so-lip-sis-mo
solipsista;so-lip-sis-ta
solipsístico;so-lip-sís-ti-co
solipso;so-lip-so
solista;so-lis-ta
solístico;so-lís-ti-co
solitária;so-li-tá-ri-a
solitariamente;so-li-ta-ri-a-men-te
solitário;so-li-tá-ri-o
sólito;só-li-to
solitude;so-li-tu-de
solmização;sol-mi-za-ção
solmizar;sol-mi-zar
solo;so-lo
solo-asfalto;so-lo-as-fal-to
solo-cimento;so-lo-ci-men-to
sologastro;so-lo-gas-tro
solonate;so-lo-na-te
solonis;so-lo-nis
solonopolitano;so-lo-no-po-li-ta-no
solsticial;sols-ti-ci-al
solstício;sols-tí-ci-o
solta;sol-ta
soltada;sol-ta-da
soltador;sol-ta-dor
soltamente;sol-ta-men-te
soltamento;sol-ta-men-to
soltar;sol-tar
soltável;sol-tá-vel
solteira;sol-tei-ra
solteiramente;sol-tei-ra-men-te
solteirão;sol-tei-rão
solteirice;sol-tei-ri-ce
solteirismo;sol-tei-ris-mo
solteirista;sol-tei-ris-ta
solteiro;sol-tei-ro
solteirona;sol-tei-ro-na
solto;sol-to
soltura;sol-tu-ra
solubilidade;so-lu-bi-li-da-de
solubilização;so-lu-bi-li-za-ção
solubilizador;so-lu-bi-li-za-dor
solubilizante;so-lu-bi-li-zan-te
solubilizar;so-lu-bi-li-zar
soluçadamente;so-lu-ça-da-men-te
soluçado;so-lu-ça-do
soluçante;so-lu-çan-te
solução;so-lu-ção
soluçar;so-lu-çar
solucionar;so-lu-ci-o-nar
solucionável;so-lu-ci-o-ná-vel
solucionista;so-lu-ci-o-nis-ta
soluço;so-lu-ço
soluçoso;so-lu-ço-so
soluntino;so-lun-ti-no
solutivo;so-lu-ti-vo
soluto;so-lu-to
solutol;so-lu-tol
solutreano;so-lu-tre-a-no
solúvel;so-lú-vel
solvabilidade;sol-va-bi-li-da-de
solvável;sol-vá-vel
solvência;sol-vên-ci-a
solvense;sol-ven-se
solvente;sol-ven-te
solveol;sol-ve-ol
solver;sol-ver
solvibilidade;sol-vi-bi-li-da-de
solvido;sol-vi-do
solvível;sol-ví-vel
som;som
soma;so-ma
somada;so-ma-da
somali;so-ma-li
somaliano;so-ma-li-a-no
somana;so-ma-na
somar;so-mar
somasco;so-mas-co
somaticamente;so-ma-ti-ca-men-te
somático;so-má-ti-co
somatista;so-ma-tis-ta
somatização;so-ma-ti-za-ção
somatizar;so-ma-ti-zar
somatoagnosia;so-ma-to-ag-no-si-a
somatocromo;so-ma-to-cro-mo
somatognosia;so-ma-tog-no-si-a
somatologia;so-ma-to-lo-gi-a
somatológico;so-ma-to-ló-gi-co
somatologista;so-ma-to-lo-gis-ta
somatólogo;so-ma-tó-lo-go
somatomancia;so-ma-to-man-ci-a
somatometria;so-ma-to-me-tri-a
somatométrico;so-ma-to-mé-tri-co
somatopleura;so-ma-to-pleu-ra
somatório;so-ma-tó-ri-o
somatoscopia;so-ma-tos-co-pi-a
somatoscópico;so-ma-tos-có-pi-co
somatose;so-ma-to-se
somatostatina;so-ma-tos-ta-ti-na
somatotopia;so-ma-to-to-pi-a
somatotópico;so-ma-to-tó-pi-co
somável;so-má-vel
sombo;som-bo
sombra;som-bra
sombra-de-touro;som-bra-de-tou-ro
sombracho;som-bra-cho
sombral;som-bral
sombreação;som-bre-a-ção
sombreado;som-bre-a-do
sombreamento;som-bre-a-men-to
sombrear;som-bre-ar
sombreira;som-brei-ra
sombreireira;som-brei-rei-ra
sombreireiro;som-brei-rei-ro
sombreirete;som-brei-re-te
sombreirinho;som-brei-ri-nho
sombreirinho-dos-telhados;som-brei-ri-nho-dos-te-lha-dos
sombreiro;som-brei-ro
sombrejar;som-bre-jar
sombrejo;som-bre-jo
sombrela;som-bre-la
sombrero;som-bre-ro
sombria;som-bri-a
sombria-brava;som-bri-a-bra-va
sombriamente;som-bri-a-men-te
sombrinha;som-bri-nha
sombrio;som-bri-o
sombró;som-bró
sombroso;som-bro-so
someiro;so-mei-ro
somelga;so-mel-ga
somenos;so-me-nos
somente;so-men-te
sometidinho;so-me-ti-di-nho
sometimento;so-me-ti-men-to
