Palavra;Divisão silábica
somilher;so-mi-lher
somissão;so-mis-são
somítica;so-mí-ti-ca
somiticamente;so-mi-ti-ca-men-te
somiticaria;so-mi-ti-ca-ri-a
somítico;so-mí-ti-co
somitiquice;so-mi-ti-qui-ce
somito;so-mi-to
sompar;som-par
sonador;so-na-dor
sonaja;so-na-ja
sonalha;so-na-lha
sonâmbula;so-nâm-bu-la
sonambulamente;so-nam-bu-la-men-te
sonambular;so-nam-bu-lar
sonambulicamente;so-nam-bu-li-ca-men-te
sonambúlico;so-nam-bú-li-co
sonambulismo;so-nam-bu-lis-mo
sonambulista;so-nam-bu-lis-ta
sonambulístico;so-nam-bu-lís-ti-co
sonambulizar;so-nam-bu-li-zar
sonâmbulo;so-nâm-bu-lo
sonância;so-nân-ci-a
sonante;so-nan-te
sonar;so-nar
sonarento;so-na-ren-to
sonata;so-na-ta
sonatina;so-na-ti-na
sonave;so-na-ve
sonavota;so-na-vo-ta
sonciate;son-ci-a-te
sonda;son-da
sondador;son-da-dor
sondagem;son-da-gem
sondar;son-dar
sondareza;son-da-re-za
sondável;son-dá-vel
sondeque;son-de-que
soneca;so-ne-ca
sonecar;so-ne-car
sonega;so-ne-ga
sonegação;so-ne-ga-ção
sonegadamente;so-ne-ga-da-men-te
sonegado;so-ne-ga-do
sonegador;so-ne-ga-dor
sonegadora;so-ne-ga-do-ra
sonegados;so-ne-ga-dos
sonegamento;so-ne-ga-men-to
sonegar;so-ne-gar
sonegável;so-ne-gá-vel
sonego;so-ne-go
soneira;so-nei-ra
sonetada;so-ne-ta-da
sonetar;so-ne-tar
sonetaria;so-ne-ta-ri-a
sonetear;so-ne-te-ar
soneteiro;so-ne-tei-ro
sonetilho;so-ne-ti-lho
sonetista;so-ne-tis-ta
soneto;so-ne-to
songa;son-ga
songamonga;son-ga-mon-ga
songo;son-go
songo-mongo;son-go-mon-go
songue;son-gue
songuinha;son-gui-nha
sonhado;so-nha-do
sonhador;so-nha-dor
sonhadora;so-nha-do-ra
sonhante;so-nhan-te
sonhar;so-nhar
sonhável;so-nhá-vel
sonhim;so-nhim
sonho;so-nho
sonhoso;so-nho-so
sonial;so-ni-al
sónica;só-ni-ca
sônica;sô-ni-ca
sonicamente;so-ni-ca-men-te
sonicéfalo;so-ni-cé-fa-lo
sónico;só-ni-co
sônico;sô-ni-co
soniculoso;so-ni-cu-lo-so
sonido;so-ni-do
sonífero;so-ní-fe-ro
sonígrafo;so-ní-gra-fo
sonílogo;so-ní-lo-go
soníloquo;so-ní-lo-quo
sonípede;so-ní-pe-de
sonívio;so-ní-vi-o
sono;so-no
sonógrafo;so-nó-gra-fo
sonograma;so-no-gra-ma
sonoite;so-noi-te
sonolência;so-no-lên-ci-a
sonolentamente;so-no-len-ta-men-te
sonolento;so-no-len-to
sonoluminescência;so-no-lu-mi-nes-cên-ci-a
sonometria;so-no-me-tri-a
sonométrico;so-no-mé-tri-co
sonómetro;so-nó-me-tro
sonômetro;so-nô-me-tro
sonoplasta;so-no-plas-ta
sonoplastia;so-no-plas-ti-a
sonoplástico;so-no-plás-ti-co
sonora;so-no-ra
sonoramente;so-no-ra-men-te
sonorento;so-no-ren-to
sonoridade;so-no-ri-da-de
sonorização;so-no-ri-za-ção
sonorizar;so-no-ri-zar
sonoro;so-no-ro
sonorosamente;so-no-ro-sa-men-te
sonorosidade;so-no-ro-si-da-de
sonoroso;so-no-ro-so
sonótipo;so-nó-ti-po
sonoute;so-nou-te
sonsa;son-sa
sonsamente;son-sa-men-te
sonsão;son-são
sonsarrão;son-sar-rão
sonsice;son-si-ce
sonsidade;son-si-da-de
sonsidão;son-si-dão
sonsinho;son-si-nho
sonso;son-so
sonsonete;son-so-ne-te
sontó;son-tó
sonurno;so-nur-no
sonzinho;son-zi-nho
sopa;so-pa
sopa de urso;so-pa de ur-so
sopada;so-pa-da
sopaina;so-pai-na
sopão;so-pão
sopapear;so-pa-pe-ar
sopapo;so-pa-po
sope;so-pe
sopé;so-pé
sopeado;so-pe-a-do
sopeador;so-pe-a-dor
sopeamento;so-pe-a-men-to
sopear;so-pe-ar
sopegar;so-pe-gar
sopeira;so-pei-ra
sopeiral;so-pei-ral
sopeirame;so-pei-ra-me
sopeirinha;so-pei-ri-nha
sopeiro;so-pei-ro
sopelão;so-pe-lão
sopesar;so-pe-sar
sopesável;so-pe-sá-vel
sopeso;so-pe-so
sopetarra;so-pe-tar-ra
sopetear;so-pe-te-ar
sopiado;so-pi-a-do
sopiar;so-pi-ar
sopilho;so-pi-lho
sopinha de massa;so-pi-nha de mas-sa
sopista;so-pis-ta
sopitado;so-pi-ta-do
sopitamento;so-pi-ta-men-to
sopitar;so-pi-tar
sopitável;so-pi-tá-vel
sopito;so-pi-to
sopo;so-po
sopontadura;so-pon-ta-du-ra
sopontar;so-pon-tar
sopor;so-por
soporado;so-po-ra-do
soporal;so-po-ral
soporativo;so-po-ra-ti-vo
soporífero;so-po-rí-fe-ro
soporífico;so-po-rí-fi-co
soporizador;so-po-ri-za-dor
soporizar;so-po-ri-zar
soporoso;so-po-ro-so
soportal;so-por-tal
soprador;so-pra-dor
sopradora;so-pra-do-ra
sopranino;so-pra-ni-no
sopranista;so-pra-nis-ta
soprano;so-pra-no
soprar;so-prar
sopremo;so-pre-mo
sopresa;so-pre-sa
sopresar;so-pre-sar
soprilho;so-pri-lho
soprior;so-pri-or
sopro;so-pro
soque;so-que
soquear;so-que-ar
soqueira;so-quei-ra
soqueiro;so-quei-ro
soqueixar;so-quei-xar
soqueixo;so-quei-xo
soquete;so-que-te
soquetear;so-que-te-ar
sor;sor
sora;so-ra
sóraco;só-ra-co
sorano;so-ra-no
sorar;so-rar
sorbato;sor-ba-to
sorbicadela;sor-bi-ca-de-la
sorbicar;sor-bi-car
sórbico;sór-bi-co
sorbina;sor-bi-na
sorbínico;sor-bí-ni-co
sorbite;sor-bi-te
sorbítico;sor-bí-ti-co
sorboniano;sor-bo-ni-a-no
sorbónico;sor-bó-ni-co
sorbônico;sor-bô-ni-co
sorbonista;sor-bo-nis-ta
sorça;sor-ça
sorda;sor-da
sordes;sor-des
sordícia;sor-dí-ci-a
sordície;sor-dí-ci-e
sordidamente;sor-di-da-men-te
sordidez;sor-di-dez
sordideza;sor-di-de-za
sórdido;sór-di-do
sordo;sor-do
sorédia;so-ré-di-a
sorema;so-re-ma
sorgo;sor-go
sória;só-ri-a
soriano;so-ri-a-no
soricídeo;so-ri-cí-de-o
sorimão;so-ri-mão
sorindeia;so-rin-dei-a
sorita;so-ri-ta
sorites;so-ri-tes
sorítico;so-rí-ti-co
sorna;sor-na
sornamente;sor-na-men-te
sornar;sor-nar
sorneiro;sor-nei-ro
sornice;sor-ni-ce
soro;so-ro
soroca;so-ro-ca
sorocabano;so-ro-ca-ba-no
soródio;so-ró-di-o
sorolhento;so-ro-lhen-to
sorologia;so-ro-lo-gi-a
sorológico;so-ro-ló-gi-co
sorologista;so-ro-lo-gis-ta
soromenha;so-ro-me-nha
soromenheiro;so-ro-me-nhei-ro
soromenho;so-ro-me-nho
soronda;so-ron-da
soronga;so-ron-ga
sorongo;so-ron-go
sorongui;so-ron-gui
soror;so-ror
sóror;só-ror
sororal;so-ro-ral
sororalmente;so-ro-ral-men-te
sororato;so-ro-ra-to
sororicida;so-ro-ri-ci-da
sororicídio;so-ro-ri-cí-di-o
sorório;so-ró-ri-o
sororoca;so-ro-ro-ca
sorose;so-ro-se
soroso;so-ro-so
soroterapia;so-ro-te-ra-pi-a
soroterápico;so-ro-te-rá-pi-co
sorotipo;so-ro-ti-po
sorrabar;sor-ra-bar
sorrascadoiro;sor-ras-ca-doi-ro
sorrascador;sor-ras-ca-dor
sorrascadouro;sor-ras-ca-dou-ro
sorrascar;sor-ras-car
sorrasco;sor-ras-co
sorrasqueiro;sor-ras-quei-ro
sorrasquinho;sor-ras-qui-nho
sorrate;sor-ra-te
sorratear;sor-ra-te-ar
sorrateio;sor-ra-tei-o
sorrateiramente;sor-ra-tei-ra-men-te
sorrateiro;sor-ra-tei-ro
sorrelfa;sor-rel-fa
sorrelfo;sor-rel-fo
sorridente;sor-ri-den-te
sorridentemente;sor-ri-den-te-men-te
sorrir;sor-rir
sorriso;sor-ri-so
sorroda;sor-ro-da
sorrolho;sor-ro-lho
sortalhão;sor-ta-lhão
sorte;sor-te
sorteada;sor-te-a-da
sorteadamente;sor-te-a-da-men-te
sorteado;sor-te-a-do
sorteador;sor-te-a-dor
sorteamento;sor-te-a-men-to
sortear;sor-te-ar
sorteável;sor-te-á-vel
sorteio;sor-tei-o
sorteiro;sor-tei-ro
sortela;sor-te-la
sortelha;sor-te-lha
sortido;sor-ti-do
sortílega;sor-tí-le-ga
sortilégio;sor-ti-lé-gi-o
sortílego;sor-tí-le-go
sortilha;sor-ti-lha
sortimento;sor-ti-men-to
sortir;sor-tir
sortuda;sor-tu-da
sortudo;sor-tu-do
soruma;so-ru-ma
sorumbática;so-rum-bá-ti-ca
sorumbaticamente;so-rum-ba-ti-ca-men-te
sorumbático;so-rum-bá-ti-co
sorumbatismo;so-rum-ba-tis-mo
sorva;sor-va
sorvado;sor-va-do
sorval;sor-val
sorvalhada;sor-va-lha-da
sorvar;sor-var
sorvedela;sor-ve-de-la
sorvedoiro;sor-ve-doi-ro
sorvedor;sor-ve-dor
sorvedouro;sor-ve-dou-ro
sorvedura;sor-ve-du-ra
sorveira;sor-vei-ra
sorver;sor-ver
sorvetaria;sor-ve-ta-ri-a
sorvete;sor-ve-te
sorvetear;sor-ve-te-ar
sorveteira;sor-ve-tei-ra
sorveteiro;sor-ve-tei-ro
sorveteria;sor-ve-te-ri-a
sorvível;sor-ví-vel
sorvo;sor-vo
sósia;só-si-a
soslaio;sos-lai-o
sosquinar;sos-qui-nar
sossega;sos-se-ga
sossegadamente;sos-se-ga-da-men-te
sossegado;sos-se-ga-do
sossegador;sos-se-ga-dor
sossegamento;sos-se-ga-men-to
sossegar;sos-se-gar
sossegável;sos-se-gá-vel
sossego;sos-se-go
sosso;sos-so
sostra;sos-tra
sostrice;sos-tri-ce
sota;so-ta
sota-almirante;so-ta-al-mi-ran-te
sota-capitânia;so-ta-ca-pi-tâ-ni-a
sota-capitão;so-ta-ca-pi-tão
sota-cocheiro;so-ta-co-chei-ro
sota-comitre;so-ta-co-mi-tre
sota-embaixador;so-ta-em-bai-xa-dor
sota-estribeiro;so-ta-es-tri-bei-ro
sota-mestre;so-ta-mes-tre
sota-ministro;so-ta-mi-nis-tro
sota-patrão;so-ta-pa-trão
sota-piloto;so-ta-pi-lo-to
sota-proa;so-ta-pro-a
sota-voga;so-ta-vo-ga
sotadeu;so-ta-deu
sotádico;so-tá-di-co
sotaina;so-tai-na
sotalhar;so-ta-lhar
sotana;so-ta-na
sótão;só-tão
sotaque;so-ta-que
sotaquear;so-ta-que-ar
sotar;so-tar
sotaventear;so-ta-ven-te-ar
sotaventino;so-ta-ven-ti-no
sotavento;so-ta-ven-to
soteia;so-tei-a
soteiro;so-tei-ro
soterim;so-te-rim
soteriologia;so-te-ri-o-lo-gi-a
soteriológico;so-te-ri-o-ló-gi-co
sotérios;so-té-ri-os
soteropolitano;so-te-ro-po-li-ta-no
soterração;so-ter-ra-ção
soterrado;so-ter-ra-do
soterramento;so-ter-ra-men-to
soterrâneo;so-ter-râ-ne-o
soterranho;so-ter-ra-nho
soterrar;so-ter-rar
sotia;so-ti-a
sotiate;so-ti-a-te
sotil;so-til
sotilicário;so-ti-li-cá-ri-o
sotilizar;so-ti-li-zar
sotilmente;so-til-men-te
soto;so-to
soto-almirante;so-to-al-mi-ran-te
soto-capitão;so-to-ca-pi-tão
soto-embaixador;so-to-em-bai-xa-dor
soto-mestre;so-to-mes-tre
soto-ministro;so-to-mi-nis-tro
soto-piloto;so-to-pi-lo-to
soto-soberania;so-to-so-be-ra-ni-a
sotopor;so-to-por
sotoposto;so-to-pos-to
sotrancão;so-tran-cão
sotrancar;so-tran-car
sotranqueiro;so-tran-quei-ro
sotroço;so-tro-ço
sottovoce;sot-to-vo-ce
soturnamente;so-tur-na-men-te
soturnez;so-tur-nez
soturnidade;so-tur-ni-da-de
soturno;so-tur-no
soufflé;souf-flé
soul;soul
souplesse;sou-ples-se
sourense;sou-ren-se
sousa;sou-sa
sousão;sou-são
souselense;sou-se-len-se
soutaria;sou-ta-ri-a
soutenho;sou-te-nho
soutien;sou-tien
soutien-gorge;sou-tien-gor-ge
souto;sou-to
souvenir;sou-ve-nir
souza;sou-za
sova;so-va
sovaco;so-va-co
sovadeira;so-va-dei-ra
sovadela;so-va-de-la
sovado;so-va-do
sovador;so-va-dor
sovadura;so-va-du-ra
sovaqueira;so-va-quei-ra
sovaqueiro;so-va-quei-ro
sovaquete;so-va-que-te
sovaquinho;so-va-qui-nho
sovar;so-var
soveio;so-vei-o
soveiro;so-vei-ro
sovela;so-ve-la
sovelada;so-ve-la-da
sovelão;so-ve-lão
sovelar;so-ve-lar
soveleiro;so-ve-lei-ro
soventre;so-ven-tre
soveral;so-ve-ral
sovereiro;so-ve-rei-ro
sovertedor;so-ver-te-dor
soverter;so-ver-ter
sovertimento;so-ver-ti-men-to
soveu;so-veu
sovi;so-vi
soviete;so-vi-e-te
soviética;so-vi-é-ti-ca
sovieticamente;so-vi-e-ti-ca-men-te
soviético;so-vi-é-ti-co
sovietismo;so-vi-e-tis-mo
sovietista;so-vi-e-tis-ta
sovietização;so-vi-e-ti-za-ção
sovietizador;so-vi-e-ti-za-dor
sovietizar;so-vi-e-ti-zar
sovietizável;so-vi-e-ti-zá-vel
sovina;so-vi-na
sovinada;so-vi-na-da
sovinamente;so-vi-na-men-te
sovinar;so-vi-nar
sovinaria;so-vi-na-ri-a
sovinha;so-vi-nha
sovinice;so-vi-ni-ce
sovino;so-vi-no
sovro;so-vro
soyéria;so-y-é-ri-a
sozinho;so-zi-nho
spa;spa
spaghetti;spa-ghet-ti
spam;spam
speaker;spea-ker
speed;speed
spin;spin
spinnaker;spin-na-ker
spinolista;spi-no-lis-ta
spleen;spleen
spoiler;spoi-ler
sponsor;spon-sor
sport;sport
sporting;spor-ting
sportinguista;spor-tin-guis-ta
sportsman;sports-man
sportswear;sports-wear
spot;spot
spray;spray
spread;spread
sprint;sprint
sprintar;sprin-tar
sprinter;sprin-ter
sprue;spru-e
squash;squash
staccato;stac-ca-to
staff;staff
stand;stand
standard;stan-dard
standby;stand-by
star;star
stat-coulomb;stat-cou-lomb
stat-volt;stat-volt
station;sta-tion
status;sta-tus
stencil;sten-cil
stendhaliano;stend-ha-li-a-no
stent;stent
step;step
stereo;ste-reo
stick;stick
stilb;stilb
stock;stock
stokes;sto-kes
stop;stop
storyboard;sto-ry-board
straight;straight
street;street
stress;stress
strip;strip
stripper;strip-per
striptease;strip-tea-se
stripteaser;strip-te-a-ser
strogonoff;stro-go-noff
su-sudeste;su-su-des-te
su-sudoeste;su-su-do-es-te
su-sueste;su-su-es-te
suã;su-ã
suaçu;su-a-çu
suaçuapara;su-a-çu-a-pa-ra
suaçupucu;su-a-çu-pu-cu
suaçutinga;su-a-çu-tin-ga
suadela;su-a-de-la
suadir;su-a-dir
suado;su-a-do
suadoiro;su-a-doi-ro
suador;su-a-dor
suadouro;su-a-dou-ro
suaíli;su-a-í-li
suajo;su-a-jo
suanense;su-a-nen-se
suanga;su-an-ga
suangue;su-an-gue
suanguice;su-an-gui-ce
suano;su-a-no
suão;su-ão
suar;su-ar
suarabácti;su-a-ra-bác-ti
suarabáctico;su-a-ra-bác-ti-co
suarda;su-ar-da
suárdone;su-ár-do-ne
suarento;su-a-ren-to
suaro;su-a-ro
suasano;su-a-sa-no
suasão;su-a-são
suasivo;su-a-si-vo
suasoriamente;su-a-so-ri-a-men-te
suasório;su-a-só-ri-o
suassuá;su-as-su-á
suástica;su-ás-ti-ca
suástico;su-ás-ti-co
suave;su-a-ve
suavemente;su-a-ve-men-te
suavidade;su-a-vi-da-de
suaviloquência;su-a-vi-lo-quên-ci-a
suaviloquente;su-a-vi-lo-quen-te
suavíloquo;su-a-ví-lo-quo
suavização;su-a-vi-za-ção
suavizado;su-a-vi-za-do
suavizador;su-a-vi-za-dor
suavizante;su-a-vi-zan-te
suavizar;su-a-vi-zar
suavizável;su-a-vi-zá-vel
suazi;su-a-zi
suazilandês;su-a-zi-lan-dês
suazilandesa;su-a-zi-lan-de-sa
sub-bailio;sub-bai-li-o
sub-base;sub-ba-se
sub-bibliotecário;sub-bi-bli-o-te-cá-ri-o
sub-borato;sub-bo-ra-to
sub-braquicéfalo;sub-bra-qui-cé-fa-lo
sub-harmónico;sub-har-mó-ni-co
sub-hepático;sub-he-pá-ti-co
sub-hidroclorato;sub-hi-dro-clo-ra-to
sub-hirsuto;sub-hir-su-to
sub-híspido;sub-hís-pi-do
sub-holding;sub-hol-ding
sub-homem;sub-ho-mem
sub-humano;sub-hu-ma-no
sub-raça;sub-ra-ça
sub-ramoso;sub-ra-mo-so
sub-refeitoreiro;sub-re-fei-to-rei-ro
sub-referendário;sub-re-fe-ren-dá-ri-o
sub-região;sub-re-gi-ão
sub-regional;sub-re-gi-o-nal
sub-regular;sub-re-gu-lar
sub-reino;sub-rei-no
sub-rendimento;sub-ren-di-men-to
sub-reniforme;sub-re-ni-for-me
sub-repartição;sub-re-par-ti-ção
sub-repção;sub-rep-ção
sub-repticiamente;sub-rep-ti-ci-a-men-te
sub-reptício;sub-rep-tí-ci-o
sub-rés-do-chão;sub-rés-do-chão
sub-roda;sub-ro-da
sub-rogação;sub-ro-ga-ção
sub-rogado;sub-ro-ga-do
sub-rogador;sub-ro-ga-dor
sub-rogante;sub-ro-gan-te
sub-rogar;sub-ro-gar
sub-rogativo;sub-ro-ga-ti-vo
sub-rogatória;sub-ro-ga-tó-ri-a
sub-rogatório;sub-ro-ga-tó-ri-o
sub-rogável;sub-ro-gá-vel
sub-rostrado;sub-ros-tra-do
sub-rotina;sub-ro-ti-na
subabdominal;su-bab-do-mi-nal
subabia;su-ba-bi-a
subabo;su-ba-bo
subaceção;su-ba-ce-ção
subacepção;su-ba-cep-ção
subacetato;su-ba-ce-ta-to
subacicular;su-ba-ci-cu-lar
subácido;su-bá-ci-do
subadido;su-ba-di-do
subadjacente;su-bad-ja-cen-te
subaéreo;su-ba-é-re-o
subafluente;su-ba-flu-en-te
subagência;su-ba-gên-ci-a
subagente;su-ba-gen-te
subagudo;su-ba-gu-do
subalado;su-ba-la-do
subalar;su-ba-lar
subalcaide;su-bal-cai-de
subalimentação;su-ba-li-men-ta-ção
subalimentado;su-ba-li-men-ta-do
subalimentar;su-ba-li-men-tar
subalpino;su-bal-pi-no
subalternação;su-bal-ter-na-ção
subalternamente;su-bal-ter-na-men-te
subalternar;su-bal-ter-nar
subalternidade;su-bal-ter-ni-da-de
subalternização;su-bal-ter-ni-za-ção
subalternizador;su-bal-ter-ni-za-dor
subalternizante;su-bal-ter-ni-zan-te
subalternizar;su-bal-ter-ni-zar
subalternizável;su-bal-ter-ni-zá-vel
subalterno;su-bal-ter-no
subalugar;su-ba-lu-gar
subalugável;su-ba-lu-gá-vel
subaluguel;su-ba-lu-guel
subaluguer;su-ba-lu-guer
subambulacrário;su-bam-bu-la-crá-ri-o
subandar;su-ban-dar
subapical;su-ba-pi-cal
subapicular;su-ba-pi-cu-lar
subaproveitado;su-ba-pro-vei-ta-do
subaproveitamento;su-ba-pro-vei-ta-men-to
subaproveitar;su-ba-pro-vei-tar
subáptero;su-báp-te-ro
subaquático;su-ba-quá-ti-co
subáqueo;su-bá-que-o
subaracajá;su-ba-ra-ca-já
subaracnoide;su-ba-rac-noi-de
subaracnoídeo;su-ba-rac-no-í-de-o
subarbústeo;su-bar-bús-te-o
subarbustivo;su-bar-bus-ti-vo
subarbusto;su-bar-bus-to
subárctico;su-bárc-ti-co
subareolar;su-ba-re-o-lar
subarmónico;su-bar-mó-ni-co
subarqueado;su-bar-que-a-do
subarquétipo;su-bar-qué-ti-po
subarrendamento;su-bar-ren-da-men-to
subarrendar;su-bar-ren-dar
subarrendatária;su-bar-ren-da-tá-ri-a
subarrendatário;su-bar-ren-da-tá-ri-o
subarseniato;su-bar-se-ni-a-to
subártico;su-bár-ti-co
subasta;su-bas-ta
subastação;su-bas-ta-ção
subastar;su-bas-tar
subatómico;su-ba-tó-mi-co
subatômico;su-ba-tô-mi-co
subatributo;su-ba-tri-bu-to
subauriforme;su-bau-ri-for-me
subavaliação;su-ba-va-li-a-ção
subavaliado;su-ba-va-li-a-do
subavaliar;su-ba-va-li-ar
subaxilar;su-ba-xi-lar
subcacuminal;sub-ca-cu-mi-nal
subcampanulado;sub-cam-pa-nu-la-do
subcapilar;sub-ca-pi-lar
subcarbonato;sub-car-bo-na-to
subcarbonífero;sub-car-bo-ní-fe-ro
subcarpático;sub-car-pá-ti-co
subcasta;sub-cas-ta
subcategoria;sub-ca-te-go-ri-a
subcaudal;sub-cau-dal
subcave;sub-ca-ve
subcensítico;sub-cen-sí-ti-co
subcenturião;sub-cen-tu-ri-ão
subcervical;sub-cer-vi-cal
subchefe;sub-che-fe
subchefia;sub-che-fi-a
subchefiar;sub-che-fi-ar
subciência;sub-ci-ên-ci-a
subcilíndrico;sub-ci-lín-dri-co
subcinerício;sub-ci-ne-rí-ci-o
subcircular;sub-cir-cu-lar
subclasse;sub-clas-se
subclassificação;sub-clas-si-fi-ca-ção
subclavicular;sub-cla-vi-cu-lar
subclávio;sub-clá-vi-o
subcloreto;sub-clo-re-to
subcoalescente;sub-co-a-les-cen-te
subcolateral;sub-co-la-te-ral
subcoleitor;sub-co-lei-tor
subcomandante;sub-co-man-dan-te
subcomissão;sub-co-mis-são
subcomissária;sub-co-mis-sá-ri-a
subcomissário;sub-co-mis-sá-ri-o
subconcêntrico;sub-con-cên-tri-co
subconjuntival;sub-con-jun-ti-val
subconjunto;sub-con-jun-to
subconsciência;sub-cons-ci-ên-ci-a
subconsciente;sub-cons-ci-en-te
subcontinental;sub-con-ti-nen-tal
subcontinente;sub-con-ti-nen-te
subcontrário;sub-con-trá-ri-o
subcontratação;sub-con-tra-ta-ção
subcontratado;sub-con-tra-ta-do
subcontratador;sub-con-tra-ta-dor
subcontratar;sub-con-tra-tar
subcontrato;sub-con-tra-to
subcordiforme;sub-cor-di-for-me
subcoriáceo;sub-co-ri-á-ce-o
subcoro;sub-co-ro
subcorrente;sub-cor-ren-te
subcortical;sub-cor-ti-cal
subcostal;sub-cos-tal
subcrural;sub-cru-ral
subcultura;sub-cul-tu-ra
subcurador;sub-cu-ra-dor
subcutâneo;sub-cu-tâ-ne-o
subdecano;sub-de-ca-no
subdécuplo;sub-dé-cu-plo
subdelegação;sub-de-le-ga-ção
subdelegacia;sub-de-le-ga-ci-a
subdelegada;sub-de-le-ga-da
subdelegado;sub-de-le-ga-do
subdelegante;sub-de-le-gan-te
subdelegar;sub-de-le-gar
subdelegável;sub-de-le-gá-vel
subdelirante;sub-de-li-ran-te
subdelírio;sub-de-lí-ri-o
subderivado;sub-de-ri-va-do
subdesenvolvido;sub-de-sen-vol-vi-do
subdesenvolvimento;sub-de-sen-vol-vi-men-to
subdiaconado;sub-di-a-co-na-do
subdiaconato;sub-di-a-co-na-to
subdiácono;sub-di-á-co-no
subdiafragmático;sub-di-a-frag-má-ti-co
subdialectal;sub-di-a-lec-tal
subdialecto;sub-di-a-lec-to
subdialetal;sub-di-a-le-tal
subdialeto;sub-di-a-le-to
subdíptero;sub-díp-te-ro
subdireção;sub-di-re-ção
subdiretor;sub-di-re-tor
subdiretor-geral;sub-di-re-tor-ge-ral
subdiretora;sub-di-re-to-ra
subdiretoria;sub-di-re-to-ri-a
subdiretório;sub-di-re-tó-ri-o
subdirigir;sub-di-ri-gir
subdistinção;sub-dis-tin-ção
subdistinguir;sub-dis-tin-guir
súbdita;súb-di-ta
súbdito;súb-di-to
subdividido;sub-di-vi-di-do
subdividir;sub-di-vi-dir
subdivisão;sub-di-vi-são
subdivisionário;sub-di-vi-si-o-ná-ri-o
subdivisível;sub-di-vi-sí-vel
subdolicocéfalo;sub-do-li-co-cé-fa-lo
subdoloso;sub-do-lo-so
subdominante;sub-do-mi-nan-te
subdução;sub-du-ção
subduplo;sub-du-plo
subdural;sub-du-ral
sube-sube;su-be-su-be
subemprazamento;su-bem-pra-za-men-to
subemprazar;su-bem-pra-zar
subemprego;su-bem-pre-go
subempreitada;su-bem-prei-ta-da
subempreitar;su-bem-prei-tar
subempreiteiro;su-bem-prei-tei-ro
subenfiteuse;su-ben-fi-teu-se
subenfiteuta;su-ben-fi-teu-ta
subenfiteuticar;su-ben-fi-teu-ti-car
subenfitêutico;su-ben-fi-têu-ti-co
subente;su-ben-te
subentender;su-ben-ten-der
subentendidamente;su-ben-ten-di-da-men-te
subentendido;su-ben-ten-di-do
subentendimento;su-ben-ten-di-men-to
subentendível;su-ben-ten-dí-vel
subenvasamento;su-ben-va-sa-men-to
subepidérmico;su-be-pi-dér-mi-co
subepígrafe;su-be-pí-gra-fe
subequatorial;su-be-qua-to-ri-al
subequatorialidade;su-be-qua-to-ri-a-li-da-de
subequilateral;su-be-qui-la-te-ral
súber;sú-ber
suberato;su-be-ra-to
subérico;su-bé-ri-co
suberícola;su-be-rí-co-la
subericultor;su-be-ri-cul-tor
subericultura;su-be-ri-cul-tu-ra
suberificação;su-be-ri-fi-ca-ção
suberificar;su-be-ri-fi-car
suberiforme;su-be-ri-for-me
suberina;su-be-ri-na
suberívoro;su-be-rí-vo-ro
suberização;su-be-ri-za-ção
suberizar;su-be-ri-zar
suberose;su-be-ro-se
suberoso;su-be-ro-so
subertano;su-ber-ta-no
subescapular;su-bes-ca-pu-lar
subesfenóideo;su-bes-fe-nói-de-o
subespaço;su-bes-pa-ço
subespécie;su-bes-pé-ci-e
subespinal;su-bes-pi-nal
subespontâneo;su-bes-pon-tâ-ne-o
subestação;su-bes-ta-ção
subestaminal;su-bes-ta-mi-nal
subesternal;su-bes-ter-nal
subestimação;su-bes-ti-ma-ção
subestimar;su-bes-ti-mar
subestratosfera;su-bes-tra-tos-fe-ra
subestratosférico;su-bes-tra-tos-fé-ri-co
subface;sub-fa-ce
subfamília;sub-fa-mí-li-a
subfasciculado;sub-fas-ci-cu-la-do
subfeudatário;sub-feu-da-tá-ri-o
subfeudo;sub-feu-do
subfiança;sub-fi-an-ça
subfiliforme;sub-fi-li-for-me
subfluvial;sub-flu-vi-al
subfoliáceo;sub-fo-li-á-ce-o
subfretador;sub-fre-ta-dor
subfretar;sub-fre-tar
subfusiforme;sub-fu-si-for-me
subgalhato;sub-ga-lha-to
subgelatinoso;sub-ge-la-ti-no-so
subgeminado;sub-ge-mi-na-do
subgemíparo;sub-ge-mí-pa-ro
subgénero;sub-gé-ne-ro
subgênero;sub-gê-ne-ro
subgerente;sub-ge-ren-te
subglabro;sub-gla-bro
subgloboso;sub-glo-bo-so
subglobuloso;sub-glo-bu-lo-so
subgrave;sub-gra-ve
subgrupo;sub-gru-po
subicterícia;su-bic-te-rí-ci-a
subictérico;su-bic-té-ri-co
subida;su-bi-da
subidamente;su-bi-da-men-te
subideira;su-bi-dei-ra
subideiro;su-bi-dei-ro
subido;su-bi-do
subidouro;su-bi-dou-ro
subimbrical;su-bim-bri-cal
subimento;su-bi-men-to
subinferior;su-bin-fe-ri-or
subinflamação;su-bin-fla-ma-ção
subinflamatório;su-bin-fla-ma-tó-ri-o
subinspeção;su-bins-pe-ção
subinspetor;su-bins-pe-tor
subinspetora;su-bins-pe-to-ra
subinspetoria;su-bins-pe-to-ri-a
subinte;su-bin-te
subintenção;su-bin-ten-ção
subintencional;su-bin-ten-ci-o-nal
subintencionalmente;su-bin-ten-ci-o-nal-men-te
subintendência;su-bin-ten-dên-ci-a
